Feedback,Category,Sentiment
"I was somewhat worried about going here since the reviews seem to be bimodal, so I was pleasantly surprised when our food was flavorful (some reviewers complained of blandness) and not trying to imitate meat (some reviewers said that seemed to be the goal), but exploiting the wonderfulness of vegeta",Mess,Positive
Guys help me out. Sunday should I wear the Brock Lesnar Suplex City shirt or Dean Ambrose?,Faculty,Neutral
Had a great evening learning about adoption and seeing Catelynn and Tyler speak. I admire their courage and strength! FRIDAY tomorrow!,Academics,Positive
Great sushi ! Not so great waitress staff . Mostly cold expressions and unfriendly  attitudes . The sushi chefs are great ! Very friendly and always accommodating.  This is a great place to eat if you know how to pick and choose food - otherwise you may be very disappointed - soup is good - fruit is,Administration,Neutral
i weep for the future when a good portion of the respected critical community in this country consider blue crush to be an intelligent film about young women .,Others,Negative
Solid stadium and the higher seats have a surprisingly good view. The video is great and the sound is decent and a Panthers win always makes the experience much more memorable.,Others,Positive
Niggas was really on some 10th grade shit tonight,Academics,Negative
Ran into wrestling legend Hulk Hogan at the world famous Patsy's Italian Restaurant in NYC Thursday night!,Hostel,Neutral
"I enjoyed my dining experience here. The salt and pepper chicken wings were excellent! They brine them in vinegar and garlic for a few days, then deep fry them and season them with salt and pepper. It was simple and delicious!! I'll definitely be back for them.  We also had an order of Greek fries,",Others,Neutral
LMAO ET by Katy perry on the radio throwback to the 8th grade cosmic challenge,Academics,Neutral
"""Support Local Business! This Sunday is National Ice Cream Day, why not escape the heat and celebrate with our...",Faculty,Positive
"I recently stayed at the Omni in Charlotte, NC for the week of the Democratic National Convention. While the hotel has a great location and friendly staff, I slept on a cot for three nights and became infected with BEDBUGS and had to go to the ER when I got home today for treatment. First we thought",Administration,Negative
"I stopped in last night for a drink with a group of friends... we were in town visiting and I had been wanting to try this place out since we walked past it on the last trip... what a disappointment.  The server was prompt to greet us and drop off drink menus, but then she failed to return to take o",Hostel,Negative
Sept 13 wear your Hulk Hogan shirt a lot of support around the world for hulk on this date,Faculty,Neutral
"Do you like sports, beer, and fried pub grub and sandwiches? How about Shadyside? \n\nAnswering yes to these questions would probably mean you already know about the Tav, but should you not, this might be your place. \n\nAdmittedly, it's not one of my regular spots, but I'll submit that when an occa",Facilities,Neutral
Gov. Mitch Daniels will announce his Indiana Supreme Court pick at 10 a.m. Will the 3rd time be the charm for a female member of the panel?,Facilities,Neutral
Melky cancels the postgame show with a ground rule double to right. 1st White Sox hit and baserunner. 2 outs for Avi.,Administration,Neutral
Medical facilities don't provide health education and preventive care programs,Facilities,Negative
do you know when you guys are going to Tempe the 2nd or 3rd week? Have to claim my parking spot!!! Lol,Facilities,Positive
"Poor service and food. I waited 20 minutes at the bar for someone to just acknowledge my presence. They finally brought my food out and left it without asking for me to pay.... So I had to wait an additional 15 minutes to find someone to pay. Yes, I had to TRY and give them money.\n\nOn to the impor",Mess,Negative
For all of you that havent already heard theres a car bash for DECA tomorrow. Bring a dollar and support WKHS and DECA,Faculty,Neutral
Beyonce 33 &amp; Jay-z 45. im not even stressing nomore future bae probly in the 5th grade playing freeze tag,Academics,Neutral
I use to have the biggest crush on twenty two year old Paul McCartney in 6th grade Jesus,Academics,Neutral
"Oh Shadyside Inn and suites I wanted to love you I really did, but the longer my stay got the more I just couldn't so its with a little regret that I write this review.\n\nPro's: good space for the price, and free parking. Seems like an oversight but when hunting for a middle priced hotel in pittsbu",Facilities,Negative
Drinking water stations are available across the campus at regular intervals.,Facilities,Positive
Service an atmosphere was great. I had the shrimp boil and it was very under-seasoned. Much closer to bland than anything.,Others,Negative
High fees structure without corresponding improvement in facilities and services,Others,Negative
"he has supported Islamic,IRA terror through out his whole 6th form teachers lefty lounge career""",Administration,Negative
Start your week off right. Monday night is Food Trucks at Art Park. Click the link for all the info:...,Hostel,Neutral
The assignment feedback is detailed and helps improve the quality of work.,Academics,Positive
"""Wetherby Reading Club. 11 Sept, 2.00 - 3.30pm, Wetherby Library. Places are limited. Please contact the library for details: 01937 583 144""",Facilities,Neutral
Coming to DC: Open Acting Workshop with Tom Todoroff on Nov 14th,Facilities,Neutral
"I've been a huge fan of Lidia Bastianich for years, watching her show on PBS and cooking her recipes. My Dad is a huge fan as well. I recently moved back to Pittsburgh (after 30 years) to help out my folks as my Dad's cancer has worsened. I had no idea Lidia had a restaurant here. About a month ago",Faculty,Positive
"even though it's common knowledge that park and his founding partner , yong kang , lost kozmo in the end , you can't help but get caught up in the thrill of the company's astonishing growth .",Faculty,Positive
1st match of the night is Randy Orton vs Sheamus. Sensible choice considering that Sheamus is the Money in the bank winner.,Hostel,Positive
The college provides dedicated spaces for student club activities.,Facilities,Positive
GST: Govt yields ground but Congress may not budge unless Rahul Gandhi gets credit - - Propping up the !,Academics,Neutral
"It is disappointing that academic departments don't communicate, causing scheduling conflicts and confusion.",Administration,Negative
